session_date,regime_sign,open_ref,published_level,session_high,session_low,close_330,data_quality
2024-17-18,-1,4931.56,4932.04,4933.96,4901.19,4901.81,0.9764
2024-17-19,1,4901.81,4894.40,4906.31,4896.54,4901.01,0.9317
2024-17-20,1,4901.01,4901.04,4903.74,4894.64,4895.51,0.9183
2024-17-21,1,4895.51,4875.48,4908.25,4891.58,4904.33,0.9857
2024-18-01,1,4904.33,4914.10,4908.09,4891.25,4892.59,0.9324
2024-18-02,-1,4892.59,4883.50,4896.48,4877.44,4891.86,0.9277
2024-18-03,-1,4891.86,4894.90,4905.28,4892.75,4901.12,0.9421
2024-18-04,1,4901.12,4906.91,4909.17,4900.47,4905.58,0.8938
2024-18-05,1,4905.58,4919.87,4916.96,4904.42,4914.33,0.9064
2024-18-06,-1,4914.33,4913.67,4914.37,4901.42,4910.70,0.8906
2024-18-07,1,4910.70,4913.81,4916.18,4899.01,4900.73,0.9590
2024-18-08,1,4900.73,4901.94,4901.08,4881.79,4886.49,0.9657
2024-18-09,-1,4886.49,4885.79,4887.96,4859.46,4866.98,0.8795
2024-18-10,1,4866.98,4866.64,4870.88,4860.27,4868.93,0.8991
2024-18-11,1,4868.93,4860.93,4870.90,4864.13,4866.23,0.9434
2024-18-12,-1,4866.23,4864.21,4877.03,4861.47,4863.14,0.9272
2024-18-13,-1,4863.14,4870.35,4881.92,4862.99,4877.80,0.9178
2024-18-14,1,4877.80,4866.05,4887.37,4869.82,4874.17,0.9765
2024-18-15,1,4874.17,4869.56,4883.70,4871.03,4876.96,0.9292
2024-18-16,-1,4876.96,4883.56,4910.61,4875.76,4899.98,0.8760
2024-18-17,-1,4899.98,4893.97,4916.91,4896.08,4906.82,0.9581
2024-18-18,1,4906.82,4910.34,4913.77,4903.35,4912.84,0.8846
2024-18-19,-1,4912.84,4909.68,4920.75,4899.11,4902.67,0.9473
2024-18-20,1,4902.67,4896.72,4905.63,4894.24,4897.52,0.9644
2024-18-21,1,4897.52,4897.96,4902.28,4887.50,4895.74,0.9736
2024-19-01,-1,4895.74,4893.83,4899.48,4868.41,4873.93,0.9660
2024-19-02,-1,4873.93,4876.02,4902.63,4872.11,4891.10,0.9970
2024-19-03,1,4891.10,4890.92,4895.49,4877.25,4878.06,0.8797
2024-19-04,1,4878.06,4886.93,4886.87,4875.28,4883.62,0.9960
2024-19-05,-1,4883.62,4879.64,4898.23,4879.35,4892.58,0.9260
2024-19-06,1,4892.58,4891.85,4891.69,4872.97,4877.67,0.9683
2024-19-07,1,4877.67,4878.50,4884.25,4860.58,4860.58,0.9932
2024-19-08,-1,4860.58,4861.10,4862.48,4841.96,4847.81,0.9203
2024-19-09,1,4847.81,4842.53,4853.22,4840.76,4844.54,0.9186
2024-19-10,-1,4844.54,4846.08,4854.78,4843.75,4847.66,0.9209
2024-19-11,-1,4847.66,4841.32,4867.93,4844.88,4861.22,0.9132
2024-19-12,-1,4861.22,4857.38,4863.43,4847.06,4855.18,0.8861
2024-19-13,-1,4855.18,4853.83,4858.04,4842.11,4853.08,0.9385
2024-19-14,-1,4853.08,4853.25,4858.73,4845.02,4852.52,0.9841
2024-19-15,1,4852.52,4855.21,4855.39,4845.18,4851.00,0.8852
2024-19-16,-1,4851.00,4839.12,4863.36,4849.95,4861.30,0.8854
2024-19-17,-1,4861.30,4856.36,4862.88,4841.02,4841.93,0.8982
2024-19-18,-1,4841.93,4833.89,4853.24,4834.30,4839.57,0.9288
2024-19-19,1,4839.57,4840.72,4862.49,4836.57,4855.01,0.9607
2024-19-20,1,4855.01,4856.72,4863.58,4853.46,4857.18,0.9404
2024-19-21,1,4857.18,4862.85,4856.94,4835.80,4838.94,0.9978
2024-20-01,-1,4838.94,4844.52,4853.12,4836.10,4845.53,0.9194
2024-20-02,1,4845.53,4840.89,4851.77,4843.70,4847.23,0.9191
2024-20-03,-1,4847.23,4852.29,4865.09,4844.71,4857.95,0.9336
2024-20-04,1,4857.95,4864.58,4858.44,4844.26,4847.44,0.9275
2024-20-05,-1,4847.44,4841.35,4854.61,4838.69,4850.05,0.9022
2024-20-06,1,4850.05,4854.82,4853.99,4839.12,4840.05,0.9242
2024-20-07,-1,4840.05,4846.73,4844.06,4826.40,4830.04,0.9398
2024-20-08,1,4830.04,4830.53,4841.16,4830.34,4837.80,0.9093
2024-20-09,1,4837.80,4835.61,4852.41,4835.38,4841.38,0.8786
2024-20-10,1,4841.38,4843.68,4842.63,4828.79,4829.06,0.8666
2024-20-11,1,4829.06,4818.53,4830.59,4816.21,4827.82,0.9693
2024-20-12,1,4827.82,4816.69,4846.17,4825.26,4840.17,0.9990
2024-20-13,-1,4840.17,4865.91,4841.60,4813.56,4815.01,0.9209
2024-20-14,1,4815.01,4809.67,4817.09,4800.26,4807.48,0.9292
2024-20-15,1,4807.48,4811.64,4824.00,4805.36,4819.56,0.9159
2024-20-16,1,4819.56,4819.91,4820.91,4804.67,4805.44,0.8899
2024-20-17,-1,4805.44,4793.09,4821.84,4803.63,4813.15,0.9588
2024-20-18,-1,4813.15,4816.94,4821.16,4795.45,4803.33,0.9979
2024-20-19,1,4803.33,4812.51,4804.85,4779.84,4786.13,0.9739
2024-20-20,-1,4786.13,4804.28,4795.05,4777.04,4783.91,0.8818
2024-20-21,1,4783.91,4789.49,4800.20,4782.23,4795.96,0.9062
2024-21-01,-1,4795.96,4797.58,4804.57,4789.18,4794.66,0.9793
2024-21-02,1,4794.66,4797.56,4807.42,4793.78,4805.85,0.9864
2024-21-03,-1,4805.85,4798.35,4806.89,4789.31,4804.81,0.9594
2024-21-04,1,4804.81,4808.69,4815.65,4802.26,4806.70,0.8853
2024-21-05,-1,4806.70,4810.97,4815.33,4797.53,4809.49,0.9308
2024-21-06,-1,4809.49,4814.54,4813.03,4796.77,4798.94,0.9319
2024-21-07,1,4798.94,4788.46,4801.52,4783.16,4787.01,0.9524
2024-21-08,-1,4787.01,4798.13,4801.67,4781.46,4798.57,0.9400
2024-21-09,1,4798.57,4806.76,4805.82,4794.21,4802.53,0.8868
2024-21-10,-1,4802.53,4812.53,4823.25,4802.95,4822.29,0.9764
2024-21-11,1,4822.29,4813.87,4826.01,4814.10,4822.96,0.8819
2024-21-12,-1,4822.96,4825.67,4836.17,4803.14,4831.15,0.8799
2024-21-13,1,4831.15,4822.77,4832.99,4809.71,4812.94,0.8935
2024-21-14,1,4812.94,4809.59,4814.97,4800.50,4805.97,0.9381
2024-21-15,1,4805.97,4816.23,4815.39,4802.36,4808.21,0.8813
2024-21-16,1,4808.21,4809.29,4812.51,4800.98,4810.51,0.9986
2024-21-17,-1,4810.51,4806.35,4822.76,4808.64,4817.86,0.9225
2024-21-18,1,4817.86,4818.61,4831.15,4813.51,4829.20,0.8747
2024-21-19,1,4829.20,4826.72,4844.11,4827.91,4841.26,0.9519
2024-21-20,1,4841.26,4848.41,4845.41,4835.96,4842.22,0.9418
2024-21-21,1,4842.22,4838.54,4848.91,4839.60,4844.27,0.9924
2024-22-01,-1,4844.27,4848.41,4847.99,4826.96,4829.43,0.9705
2024-22-02,1,4829.43,4825.77,4835.49,4827.35,4831.54,0.9043
2024-22-03,-1,4831.54,4835.27,4855.77,4831.14,4846.57,0.9897
2024-22-04,-1,4846.57,4847.65,4858.77,4843.84,4853.91,0.9073
2024-22-05,1,4853.91,4854.32,4854.61,4836.75,4842.73,0.9475
2024-22-06,1,4842.73,4833.86,4855.96,4837.87,4850.19,0.8617
2024-22-07,1,4850.19,4843.26,4855.18,4840.08,4840.42,0.9149
2024-22-08,-1,4840.42,4841.13,4845.60,4806.35,4817.65,0.8870
2024-22-09,-1,4817.65,4821.02,4832.22,4809.52,4829.95,0.9573
2024-22-10,1,4829.95,4833.67,4832.52,4822.89,4828.17,0.9837
2024-22-11,-1,4828.17,4831.74,4834.81,4820.99,4831.99,0.9766
2024-22-12,1,4831.99,4833.60,4837.07,4822.69,4822.69,0.9234
2024-22-13,-1,4822.69,4811.11,4823.83,4809.50,4818.90,0.8633
2024-22-14,-1,4818.90,4830.12,4821.40,4799.04,4809.51,0.9510
2024-22-15,1,4809.51,4803.79,4812.72,4800.11,4811.22,0.9622
2024-22-16,-1,4811.22,4803.00,4821.80,4803.87,4811.71,0.9152
2024-22-17,1,4811.71,4811.26,4818.11,4806.24,4808.04,0.9409
2024-22-18,1,4808.04,4819.74,4809.26,4787.41,4790.51,0.9044
2024-22-19,-1,4790.51,4788.00,4828.84,4789.87,4818.43,0.9087
2024-22-20,-1,4818.43,4819.11,4819.29,4779.55,4789.47,0.8944
2024-22-21,1,4789.47,4792.67,4789.26,4775.71,4776.19,0.8912
2024-23-01,1,4776.19,4789.65,4783.09,4770.51,4779.00,0.9285
2024-23-02,1,4779.00,4783.43,4781.72,4772.08,4779.70,0.9503
2024-23-03,-1,4779.70,4784.28,4786.86,4767.32,4777.17,0.8700
2024-23-04,1,4777.17,4777.80,4778.85,4763.61,4771.51,0.9753
2024-23-05,1,4771.51,4777.99,4791.91,4765.63,4789.09,0.9043
2024-23-06,1,4789.09,4782.38,4805.21,4789.40,4798.75,0.9945
2024-23-07,1,4798.75,4801.47,4805.97,4797.29,4800.04,0.9211
2024-23-08,1,4800.04,4797.36,4799.79,4777.11,4784.55,0.8619
2024-23-09,1,4784.55,4786.51,4788.24,4776.33,4781.93,0.9428
2024-23-10,1,4781.93,4773.80,4783.93,4775.04,4778.99,0.9855
2024-23-11,1,4778.99,4774.59,4785.60,4775.45,4778.40,0.9385
2024-23-12,1,4778.40,4782.16,4780.68,4766.20,4771.11,0.9956
2024-23-13,1,4771.11,4777.26,4777.27,4767.87,4773.53,0.9536
2024-23-14,-1,4773.53,4772.94,4775.53,4757.66,4763.08,0.9128
2024-23-15,1,4763.08,4763.74,4763.85,4754.37,4757.02,0.9525
2024-23-16,-1,4757.02,4753.87,4758.16,4731.65,4738.29,0.9479
2024-23-17,1,4738.29,4739.43,4739.76,4729.08,4737.57,0.9248
2024-23-18,-1,4737.57,4728.48,4746.18,4732.19,4738.76,0.9973
2024-23-19,-1,4738.76,4736.58,4739.47,4729.40,4730.80,0.9076
2024-23-20,1,4730.80,4739.93,4746.76,4726.94,4738.92,0.9668
2024-23-21,1,4738.92,4737.75,4744.55,4729.99,4734.94,0.8861
2024-24-01,1,4734.94,4724.52,4740.59,4729.58,4730.30,0.8789
2024-24-02,-1,4730.30,4722.33,4731.14,4696.48,4699.70,0.9473
2024-24-03,-1,4699.70,4705.31,4702.80,4681.66,4688.51,0.8933
2024-24-04,1,4688.51,4682.42,4688.69,4676.54,4679.01,0.9819
2024-24-05,1,4679.01,4675.26,4685.29,4675.38,4683.04,0.9090
2024-24-06,1,4683.04,4676.89,4688.52,4678.92,4681.27,0.9120
2024-24-07,1,4681.27,4680.20,4687.41,4673.33,4678.41,0.9722
2024-24-08,-1,4678.41,4678.63,4680.67,4659.83,4666.60,0.8837
2024-24-09,1,4666.60,4658.99,4668.53,4655.78,4660.74,0.9848
2024-24-10,1,4660.74,4660.90,4670.35,4658.86,4661.30,0.8606
2024-24-11,-1,4661.30,4657.15,4663.36,4642.77,4651.18,0.9911
2024-24-12,1,4651.18,4643.61,4651.96,4634.84,4638.24,0.8669
2024-24-13,1,4638.24,4630.74,4658.52,4636.20,4655.50,0.9312
2024-24-14,1,4655.50,4653.39,4657.69,4642.51,4644.63,0.8660
2024-24-15,1,4644.63,4639.02,4648.23,4631.22,4633.61,0.8804
2024-24-16,1,4633.61,4626.16,4654.44,4629.92,4651.29,0.8802
2024-24-17,1,4651.29,4665.58,4656.93,4646.21,4652.47,0.9099
